fileNames,language,imports,numImages
0d42f4c98a870472e6934dbc066602094c0dca0e.ipynb,python3,"["" random"", "" glob"", "" pandas"", "" numpy"", "" matplotlib.pyplot"", "" datetime"", "" time"", "" math"", "" os"", "" matplotlib.patches"", "" seaborn"", "" warnings"", ""datetime timedelta"", ""geopy.geocoders Nominatim""]",2
f8cb09fb4ea7a7a3523a5f2abaf0a984353c74b3.ipynb,python3,"["" pandas"", "" numpy"", ""matplotlib pyplot"", "" matplotlib"", "" matplotlib"", ""sklearn.model_selection train_test_split"", ""sklearn.linear_model LinearRegression"", ""sklearn.model_selection ShuffleSplit"", ""sklearn.model_selection cross_val_score"", ""sklearn.model_selection GridSearchCV"", ""sklearn.linear_model Lasso"", ""sklearn.tree DecisionTreeRegressor"", "" pickle"", "" json""]",6
19544cb5801d28f242828fd1175bd99c10592c0b.ipynb,python3,"["" numpy"", "" matplotlib.pyplot"", "" skimage"", ""skimage data"", "" matplotlin.pyplot"", "" os"", ""skimage io"", ""skimage exposure"", ""skimage filters""]",6
84687898135cb0b41d56b90352f5f89c84ddb221.ipynb,python3,[],7
861f7bd69496bca3a69a6fb696e1f693e36fe84d.ipynb,python3,"[""__future__ print_function"", "" keras"", ""keras.datasets mnist"", ""keras.models Sequential"", ""keras.layers Dense"", ""keras.layers Dropout"", ""keras.layers Flatten"", ""keras.layers Conv2D"", ""keras.layers MaxPooling2D"", ""keras backend"", ""keras.optimizers RMSprop"", "" numpy"", ""keras.callbacks ReduceLROnPlateau"", "" matplotlib.pyplot"", "" matplotlib.pyplot""]",2
4454d09ce9d346f15310407a802ef3429ed5d795.ipynb,python3,"["" cv2"", "" numpy"", "" matplotlib.pyplot""]",9
f4124a22497e925be72fe6fa5a6b0ac290738263.ipynb,python3,"["" numpy"", "" matplotlib.pyplot"", "" time"", "" cv2"", ""pathlib Path"", ""sklearn.cluster KMeans"", ""scipy.ndimage label""]",7
3852ead5a96952c535722395bee6cb9ee378ea69.ipynb,python3,"["" pandas"", "" numpy"", ""scipy linalg"", "" matplotlib.pyplot""]",10
03af5eae294480811e918204bf88921fa382a46f.ipynb,python3,"["" numpy"", "" matplotlib.pyplot"", "" random""]",8
dbe3e038752ba6456ffe8cd344ba4f1bb5c6ae34.ipynb,python3,"["" setup_google_colab"", "" numpy"", "" matplotlib.pyplot"", "" sys"", "" grading"", ""IPython display""]",5
a3519f54184ca95e618070f2460260cd075ce17a.ipynb,python3,"["" pandas"", "" numpy"", ""statsmodels.tsa.statespace.sarimax SARIMAX"", ""statsmodels.graphics.tsaplots plot_acf"", ""statsmodels.graphics.tsaplots plot_pacf"", ""statsmodels.tsa.seasonal seasonal_decompose"", ""pmdarima auto_arima"", "" warnings"", ""statsmodels.tsa.stattools adfuller"", ""statsmodels.tools.eval_measures mse"", ""statsmodels.tools.eval_measures rmse""]",6
5698478c11b723074a8c4b003b2ee7931560cd77.ipynb,python2,"[""pyspark SparkContext"", "" re"", "" datetime"", ""pyspark.sql Row"", "" matplotlib.pyplot""]",6
2ac1f9570604e6d80a8edb5b16fbd4433185d533.ipynb,python3,"["" numpy"", ""scipy linalg"", "" pandas"", ""sklearn.svm SVC"", ""sklearn.ensemble RandomForestClassifier"", ""sklearn.ensemble AdaBoostClassifier"", ""sklearn.cluster KMeans"", "" matplotlib.pyplot"", "" gc""]",5
ff8384c8f400da2877b4a1fc694f39f786ec094d.ipynb,python3,"["" time"", "" os"", "" numpy"", "" pandas"", "" seaborn"", ""matplotlib pyplot"", ""bs4 BeautifulSoup"", ""sklearn.feature_extraction.text TfidfVectorizer"", ""sklearn.linear_model LogisticRegression"", ""sklearn.linear_model LogisticRegressionCV"", ""sklearn.preprocessing LabelEncoder"", ""sklearn.preprocessing LabelBinarizer"", ""sklearn.preprocessing StandardScaler"", ""sklearn.preprocessing OneHotEncoder"", ""sklearn.metrics f1_score"", ""sklearn.metrics make_scorer"", ""sklearn.metrics roc_auc_score"", ""sklearn.metrics accuracy_score"", ""sklearn.metrics recall_score"", ""sklearn.pipeline Pipeline"", ""sklearn.cross_validation StratifiedKFold"", ""sklearn.cross_validation train_test_split"", ""sklearn.model_selection GridSearchCV"", ""sklearn.model_selection cross_val_score"", ""sklearn.model_selection validation_curve"", ""sklearn.model_selection learning_curve"", ""scipy.sparse csr_matrix"", ""scipy.sparse hstack"", "" catboost"", "" tensorflow"", "" tensorflow_hub"", ""matplotlib rcParams"", "" warnings"", "" re""]",19
077159e07c3ff538180f38da144b7da80d752fd8.ipynb,python3,"["" numpy"", "" pandas"", "" matplotlib.pyplot"", "" seaborn""]",1
799443dc2b1f648af3d402214e191e07e63c5bd4.ipynb,python3,"["" numpy"", ""pydub AudioSegment"", "" random"", "" sys"", "" io"", "" os"", "" glob"", "" IPython"", ""td_utils *"", ""keras.callbacks ModelCheckpoint"", ""keras.models Model"", ""keras.models load_model"", ""keras.models Sequential"", ""keras.layers Dense"", ""keras.layers Activation"", ""keras.layers Dropout"", ""keras.layers Input"", ""keras.layers Masking"", ""keras.layers TimeDistributed"", ""keras.layers LSTM"", ""keras.layers Conv1D"", ""keras.layers GRU"", ""keras.layers Bidirectional"", ""keras.layers BatchNormalization"", ""keras.layers Reshape"", ""keras.optimizers Adam""]",5
07d495ad48fd3b861195c07c3459a9d306791636.ipynb,python3,"[""qiskit *"", ""qiskit.tools.visualization plot_histogram"", ""qiskit.providers.aer noise""]",9
8d9e3372b304d870e092b991056b77192e49c8d3.ipynb,python3,"[""IPython.lib.display YouTubeVideo"", "" numpy"", "" torch"", "" torchvision"", ""torchvision datasets"", ""torchvision transforms"", ""torch.utils.data Dataset"", ""torch.utils.data.sampler SubsetRandomSampler"", ""torch.utils.data.sampler SubsetRandomSampler""]",1
3a5f296a244b4c50ec8a189c12fa95fddbec0df8.ipynb,python2,"["" os"", "" sys"", "" numpy"", "" pylab"", ""IPython.display Image""]",3
a3dd2246692af5de8d4e0778d354bba51aab79ad.ipynb,python3,"["" pandas"", "" numpy"", "" matplotlib.pyplot""]",2
ec9ca1581c9e189ca397a4e26979c300bb159e9c.ipynb,python3,"["" ipywidgets"", ""IPython.display display"", "" matplotlib.pyplot"", "" numpy"", ""ipywidgets interact""]",3
e614589825fb05a24a2905f52103d80a83357d72.ipynb,python2,"["" sys"", "" os"", ""sgpi.plot *"", ""sgpi.util get_dataset"", ""sgpi.mnist *"", "" itertools"", "" matplotlib.gridspec"", "" matplotlib.ticker"", "" pysgpp"", ""PIL Image""]",6
116f78836b90cda217d66038fd6f6a2584cc1fc3.ipynb,python3,"[""pycotools3 viz"", ""pycotools3 model"", ""pycotools3 misc"", ""pycotools3 tasks"", ""pycotools3 models"", "" os"", "" glob""]",2
248a473cef610544f98b3ac844a0b2e97c83d98e.ipynb,python3,"[""SuchTree SuchTree"", ""SuchTree SuchLinkedTrees"", "" seaborn"", "" pandas"", ""scipy.cluster.hierarchy ClusterWarning"", ""scipy.stats pearsonr"", ""pyprind ProgBar"", ""dendropy Tree"", ""tempfile NamedTemporaryFile""]",3
6e4d782dcdd106e0f27dbc4756f1f83dabea5584.ipynb,python3,"["" numpy"", "" pandas"", ""sklearn.datasets load_iris"", ""sklearn.cross_validation train_test_split"", "" matplotlib.pyplot"", ""sklearn.svm SVC""]",1
9f0c6800a403925c75513abee2a21c716709801a.ipynb,python3,"["" numpy"", "" pandas"", "" matplotlib.pyplot"", "" seaborn"", ""sklearn.preprocessing LabelEncoder"", ""sklearn.decomposition PCA"", ""sklearn.preprocessing StandardScaler"", ""sklearn.manifold TSNE"", ""sklearn.metrics make_scorer"", ""sklearn.metrics roc_auc_score"", ""sklearn.preprocessing LabelBinarizer"", ""sklearn.model_selection train_test_split"", ""sklearn.preprocessing StandardScaler"", ""sklearn.model_selection GridSearchCV"", ""sklearn.model_selection StratifiedKFold"", ""sklearn.neighbors KNeighborsClassifier"", ""sklearn.ensemble RandomForestClassifier"", ""sklearn.linear_model LogisticRegression"", ""sklearn.metrics roc_curve"", ""sklearn.model_selection learning_curve"", ""sklearn.metrics accuracy_score""]",20
312d8fba7529b3195f1ef69c089cd43f54eaaef9.ipynb,python3,"["" pandas"", "" numpy"", "" seaborn"", "" matplotlib.pyplot"", ""sklearn.model_selection train_test_split"", ""sklearn.linear_model LogisticRegression""]",1
7ddcb66ef4b5a147733cbd542fa2d0055ef07a10.ipynb,python3,"["" pandas"", "" numpy"", "" pymc3"", "" matplotlib.pyplot"", "" arviz"", ""sklearn.model_selection train_test_split"", ""sklearn.preprocessing StandardScaler""]",19
d333cb932f735be5fc9ce625d58aecab017bd6cd.ipynb,conda-env-fastai_v1-py,"[""fastai.tabular *"", ""fastai.callbacks LearnerCallback"", "" numpy"", "" pandas"", ""pathlib Path"", ""sklearn.metrics roc_auc_score"", "" seaborn"", "" shap"", "" rfpimp"", ""sklearn.ensemble RandomForestRegressor"", ""sklearn.preprocessing PolynomialFeatures"", "" lightgbm"", "" feather"", "" pickle"", "" itertools"", ""collections deque"", ""joblib Parallel"", ""joblib delayed"", ""tqdm tqdm"", ""featexp get_univariate_plots"", ""featexp get_trend_stats"", ""sklearn.pipeline make_pipeline"", ""sklearn.naive_bayes GaussianNB"", ""sklearn.preprocessing QuantileTransformer"", ""sklearn.ensemble RandomForestClassifier""]",8
fa91a699fcf6fdb01fcd30ed60b2f3fcbdef8080.ipynb,python3,"[""sklearn.datasets load_boston"", "" pandas"", "" matplotlib.pyplot"", "" seaborn"", ""sklearn.linear_model LinearRegression""]",1
ee22ca9739c2b2a1621119830efa7bda68c589f0.ipynb,python3,"["" numpy"", "" matplotlib.pyplot""]",2
2d053866ba30c194c8576e5f82d8592144dad8db.ipynb,python3,"["" pandas"", "" numpy"", "" matplotlib.pyplot"", ""datetime datetime"", "" xgboost"", ""sklearn.linear_model LinearRegression"", ""sklearn.linear_model LogisticRegression"", ""sklearn.metrics mean_squared_error"", ""sklearn.metrics f1_score"", ""sklearn.model_selection GridSearchCV""]",9
10e4fb94fc9772875895bc7dc0769e86c4feb863.ipynb,python3,"["" numpy"", "" matplotlib.pyplot""]",4
afabeaa1db0016ca29fb36d675f2b6e60a23514b.ipynb,py_36_env,"[""notebook_utils *"", ""adjustText adjust_text""]",40
934c901d0c4c268f4399de01c437786c9b41a343.ipynb,python3,"["" pandas"", "" matplotlib.pyplot"", "" seaborn"", ""sklearn.metrics recall_score"", ""sklearn.metrics precision_score"", ""sklearn.metrics f1_score"", ""sklearn.metrics accuracy_score"", ""sklearn.metrics confusion_matrix"", ""sklearn.linear_model LogisticRegression"", ""sklearn.model_selection train_test_split"", "" numpy"", ""scipy stats"", ""sklearn.preprocessing FunctionTransformer""]",19
21120c7eb7812ce130ee6d4e487f5eeaf8f1cc86.ipynb,python3,"["" scipy""]",7
60ab2ddec478320acc6f34a38a263a805536b99b.ipynb,python3,"["" numpy"", "" matplotlib.pyplot"", ""mpl_toolkits.mplot3d Axes3D"", ""sklearn.metrics.pairwise euclidean_distances""]",4
f4840efcb9e89082648b91a73080497a7431d102.ipynb,python3,"["" numpy"", "" pandas"", "" matplotlib.pyplot"", ""utils load_data"", ""sklearn.model_selection train_test_split"", ""scipy.stats norm""]",15
2345ef79f65aa56d636e4376ff76ece8377c0234.ipynb,python3,"["" matplotlib.pyplot"", "" numpy"", "" spacy"", ""patentdata.corpus USPublications"", ""nltk Tree""]",1
c5c904ca1d38ab0440b7c47ca99bdecb0d53a749.ipynb,python3,[],1
2e83bd3f2bfe1f1f177f074a7511b50d76476ce3.ipynb,python2,"["" math"", "" random"", "" time"", "" matplotlib.pyplot"", "" math"", "" urllib2"", "" matplotlib.pyplot""]",9
13b97231297d00a643986ad9e2ba5fe37b732bf7.ipynb,python3,"["" pandas"", "" numpy"", "" matplotlib.pyplot"", "" seaborn"", ""itertools combinations"", ""collections Counter"", ""sklearn.model_selection GridSearchCV"", ""sklearn.model_selection RandomizedSearchCV"", ""sklearn.feature_selection SelectKBest"", ""sklearn.linear_model LogisticRegression"", ""sklearn.neighbors KNeighborsClassifier"", ""sklearn.svm SVC"", ""sklearn.pipeline Pipeline"", ""sklearn.pipeline FeatureUnion"", ""sklearn.preprocessing FunctionTransformer"", ""sklearn.preprocessing StandardScaler"", ""sklearn.preprocessing OneHotEncoder"", "" warnings""]",1
7fd0ae3b1ceaeecb45a207390ac45034e486a6c9.ipynb,python3,"[""collections Counter"", "" numpy"", ""IPython.display Image"", ""IPython.display Image"", ""IPython.display Image"", "" time"", "" sys"", "" numpy"", ""IPython.display Image"", "" time"", "" sys"", "" numpy"", "" time"", "" sys"", "" numpy"", ""bokeh.models ColumnDataSource"", ""bokeh.models LabelSet"", ""bokeh.plotting figure"", ""bokeh.plotting show"", ""bokeh.plotting output_file"", ""bokeh.io output_notebook"", "" time"", "" sys"", "" numpy"", "" matplotlib.colors"", ""sklearn.manifold TSNE""]",9
064ba7e45539a28e3e90b918a46cb64f7caf15d2.ipynb,python2,"["" sys"", "" logging"", ""uuid UUID"", "" arrow"", "" emission.core.get_database"", "" pandas"", "" matplotlib.pyplot"", "" datetime"", "" emission.storage.timeseries.abstract_timeseries"", "" emission.storage.timeseries.timequery"", "" public_data"", "" numpy"", "" scipy.interpolate"", "" numpy""]",3
b2aab25fd69cc78fb04b8c5f1609e44ef64a1967.ipynb,python2,"[""__future__ print_function"", "" numpy"", "" matplotlib.pyplot"", ""cs231n.classifiers.cnn *"", ""cs231n.data_utils get_CIFAR10_data"", ""cs231n.gradient_check eval_numerical_gradient_array"", ""cs231n.gradient_check eval_numerical_gradient"", ""cs231n.layers *"", ""cs231n.fast_layers *"", ""cs231n.solver Solver"", ""scipy.misc imread"", ""scipy.misc imresize"", ""cs231n.fast_layers conv_forward_fast"", ""cs231n.fast_layers conv_backward_fast"", ""time time"", ""cs231n.fast_layers max_pool_forward_fast"", ""cs231n.fast_layers max_pool_backward_fast"", ""cs231n.layer_utils conv_relu_pool_forward"", ""cs231n.layer_utils conv_relu_pool_backward"", ""cs231n.layer_utils conv_relu_forward"", ""cs231n.layer_utils conv_relu_backward"", ""cs231n.vis_utils visualize_grid""]",1
31b1fdffb2a83f7226b953636dcb850b88b557b3.ipynb,python3,"["" numpy"", "" pandas"", "" seaborn"", "" matplotlib.pyplot"", "" matplotlib"", ""ipywidgets interact"", "" numpy"", "" matplotlib"", "" arrow"", ""matplotlib animation"", ""matplotlib rc"", ""IPython.display HTML"", ""datetime timedelta""]",7
45fcba9547203b48208bfa75d7df938f89e32998.ipynb,python3,"["" pandas"", "" numpy"", "" matplotlib.pyplot"", "" seaborn""]",15
c2d1f4883fe06870fe50442bac1097116ecf9a18.ipynb,python3,"["" pandas"", ""sklearn.cluster KMeans"", "" matplotlib.pyplot""]",4
44a7c7b50d23518236368e01750864aa793d524d.ipynb,python3,"["" numpy"", "" pandas"", "" matplotlib.pyplot"", "" seaborn"", ""sklearn preprocessing"", ""sklearn.decomposition PCA"", ""sklearn.preprocessing MinMaxScaler"", ""sklearn.preprocessing StandardScaler"", ""sklearn.preprocessing Imputer"", ""sklearn.cluster KMeans"", ""IPython display""]",10
edb96a2fcf5fe118f778e550c3111726074699c0.ipynb,python3,"["" pandas"", "" numpy"", "" seaborn"", "" matplotlib.pyplot"", ""collections Counter"", "" plotly.offline"", "" plotly.graph_objs"", "" plotly.tools"", ""sklearn.manifold TSNE"", ""pandas.tools.plotting andrews_curves"", "" os"", ""pandas.tools.plotting parallel_coordinates"", ""pandas.tools.plotting radviz"", "" scipy"", ""sklearn.linear_model LinearRegression"", ""sklearn.linear_model LassoCV"", ""sklearn.linear_model Ridge"", ""sklearn.linear_model LassoLarsCV"", ""sklearn.linear_model ElasticNetCV"", ""sklearn.model_selection GridSearchCV"", ""sklearn.model_selection cross_val_score"", ""sklearn.model_selection learning_curve"", ""sklearn.ensemble RandomForestRegressor"", ""sklearn.ensemble AdaBoostRegressor"", ""sklearn.ensemble ExtraTreesRegressor"", ""sklearn.ensemble GradientBoostingRegressor"", ""sklearn.preprocessing StandardScaler"", ""sklearn.preprocessing Normalizer"", ""sklearn.preprocessing RobustScaler"", "" xgboost"", "" warnings""]",16
6d7d86543912a045958634e8ca27b30bfc1de02e.ipynb,python3,"["" pandas"", "" numpy"", ""matplotlib pyplot"", "" os""]",2
ce1ad09253bfa81f7cd0e7e802bf3ace31e166bf.ipynb,python3,"["" numpy"", "" matplotlib.pyplot""]",4
87e3addc3e9e228db95366d98d6e1fc7827174ac.ipynb,python3,"["" numpy"", "" matplotlib.pyplot"", ""scipy.stats norm"", "" matplotlib.pyplot"", "" numpy"", "" matplotlib.pyplot"", ""scipy.stats expon"", "" matplotlib.pyplot"", ""scipy.stats binom"", "" matplotlib.pyplot"", ""scipy.stats poisson"", "" matplotlib.pyplot""]",6
2b3c0facbd95187cfda1f71021417721f2cbcf7f.ipynb,python3,"["" os"", "" csv"", "" pandas"", ""tqdm tqdm"", ""sklearn.model_selection train_test_split"", ""simpletransformers.classification ClassificationModel"", "" os"", "" sys"", "" shutil"", "" time"", "" gc"", ""contextlib contextmanager"", ""pathlib Path"", "" random"", "" numpy"", "" pandas"", ""tqdm tqdm"", ""tqdm tqdm_notebook"", "" matplotlib.pyplot"", "" numpy"", ""sklearn.metrics f1_score"", ""sklearn.metrics classification_report"", "" numpy"", ""sklearn.metrics f1_score"", ""sklearn.metrics classification_report"", ""sklearn.metrics accuracy_score""]",1
111a785e0574ea59fffa7293384ddb91b397d3be.ipynb,python3,"["" pandas"", "" matplotlib.pyplot"", ""pandas.plotting scatter_matrix""]",13
0bc846032e3ee9e5373e452acbc723045892b47a.ipynb,python3,"["" seaborn"", "" matplotlib.pyplot"", "" pandas""]",17
7fbba842d9b5e40ade2c93ee4d5cc6ef3e27a706.ipynb,python3,"["" matplotlib.pyplot"", "" pandas"", "" numpy"", "" pprint"", "" requests"", "" time"", ""scipy.stats linregress"", ""scipy stats"", ""api_keys weather_api_key"", ""citipy citipy""]",12
8a64c04f3971ec02106d10c29a62c740fba2570e.ipynb,python3,"["" csv"", "" pandas"", "" numpy"", ""numpy *"", "" seaborn"", "" datetime"", ""mlxtend.frequent_patterns apriori"", ""mlxtend.frequent_patterns association_rules"", "" matplotlib.pyplot"", "" seaborn"", "" networkx"", "" folium"", ""numpy.linalg norm"", "" scipy.stats"", ""datetime timedelta"", ""sklearn.preprocessing StandardScaler"", ""sklearn.preprocessing normalize"", ""sklearn.cluster KMeans"", ""sklearn.decomposition PCA"", ""sklearn.metrics silhouette_samples"", ""sklearn.metrics silhouette_score"", ""datetime date"", "" holidays"", "" matplotlib.pyplot"", "" matplotlib.pyplot""]",8
a90c6d549b4fa9ecf165345a950d18f7b2882d8d.ipynb,python2,"["" os"", "" time"", "" tensorflow"", ""tensorflow.contrib autograph"", "" matplotlib.pyplot"", "" numpy"", "" six"", ""google.colab widgets"", "" gzip"", "" shutil"", ""six.moves urllib""]",3
1b2403f4aeba6d12bfcf8f2321e30ae3e37d2c89.ipynb,python3,"["" tensorflow"", "" keras"", "" csv"", "" numpy"", "" matplotlib.pyplot""]",1
89255814825ef7abeec8e1a86bfff2a476789584.ipynb,python3,"["" numpy"", "" numpy.linalg"", "" matplotlib.pyplot""]",1
99bf49f23cb204971fb5d70b777e06d410bdf156.ipynb,python3,"["" tensorflow"", ""tensorflow keras"", "" numpy"", "" matplotlib.pyplot"", "" math"", "" pandas"", ""sklearn.model_selection train_test_split"", ""pandas DataFrame"", ""scipy stats"", ""tensorflow.keras.layers Flatten"", ""tensorflow.keras.layers Dense"", ""tensorflow.keras.layers Dropout"", ""tensorflow.keras.layers Flatten"", ""tensorflow.keras.layers Dense"", ""tensorflow.keras.layers Conv2D"", ""tensorflow.keras.layers MaxPooling2D"", ""tensorflow.keras Sequential"", ""tensorflow.keras regularizers""]",3
6ff1c438d411287726d568510799042f11ee20ef.ipynb,python3,"[""__future__ print_function"", "" tensorflow"", "" keras"", ""keras.layers Dense"", ""keras.layers Conv2D"", ""keras.layers BatchNormalization"", ""keras.layers Activation"", ""keras.layers AveragePooling2D"", ""keras.layers Input"", ""keras.layers Flatten"", ""keras.optimizers Adam"", ""keras.callbacks ModelCheckpoint"", ""keras.callbacks LearningRateScheduler"", ""keras.callbacks ReduceLROnPlateau"", ""keras.preprocessing.image ImageDataGenerator"", ""keras.regularizers l2"", ""keras.models Model"", ""keras.models Sequential"", ""keras.datasets cifar10"", "" time"", "" os"", "" matplotlib.pyplot"", "" numpy"", ""sklearn.metrics classification_report"", ""sklearn.metrics confusion_matrix"", ""sklearn.metrics accuracy_score"", ""sklearn.model_selection cross_val_score"", ""sklearn.decomposition PCA"", ""sklearn svm"", ""sklearn.ensemble RandomForestClassifier"", ""sklearn.neighbors KNeighborsClassifier"", ""sklearn.linear_model LogisticRegression"", ""heapq heappush"", ""heapq heappop"", ""heapq heapify"", ""collections defaultdict"", "" numpy"", "" copy"", ""tqdm tqdm"", "" numpy"", ""sklearn.decomposition PCA"", ""keras.datasets cifar10"", ""keras layers"", ""keras models"", ""keras.utils to_categorical"", ""heapq heappush"", ""heapq heappop"", ""heapq heapify"", ""collections defaultdict"", "" numpy"", "" copy"", ""tqdm tqdm"", "" matplotlib.pyplot"", ""numpy.linalg inv"", "" matplotlib.pyplot"", "" numpy"", ""sklearn.metrics classification_report"", ""sklearn.metrics confusion_matrix"", ""sklearn.metrics accuracy_score"", ""sklearn.model_selection cross_val_score"", ""heapq heappush"", ""heapq heappop"", ""heapq heapify"", ""collections defaultdict"", "" numpy"", "" copy"", ""tqdm tqdm""]",5
59ccf857ff600144dfb392b849f5c9d78cf2a126.ipynb,python3,"["" matplotlib.pyplot"", "" matplotlib.image"", "" numpy"", "" cv2"", "" collections"", "" math"", "" os"", ""moviepy.editor VideoFileClip"", ""IPython.display HTML""]",2
9bc0b8f59288d7064eedda250f4f21021d50a1ad.ipynb,python3,"[""time time"", "" numpy"", "" matplotlib.pyplot"", ""matplotlib rc"", ""skimage io"", ""__future__ print_function"", ""segmentation kmeans"", ""segmentation kmeans_fast"", ""segmentation hierarchical_clustering"", ""segmentation color_features"", ""utils visualize_mean_color_image"", ""segmentation color_position_features"", ""segmentation my_features"", ""segmentation compute_accuracy"", ""utils load_dataset"", ""utils compute_segmentation"", ""segmentation evaluate_segmentation""]",11
231d45d2d9d11c081bdee294370df1dbc227a0bb.ipynb,python3,"["" matplotlib.pyplot"", "" numpy"", "" pickle"", "" torch"", ""torchvision datasets"", ""torchvision transforms"", "" torch.nn"", "" torch.nn.functional"", "" torch.optim"", "" pickle""]",3
7955aac6e302f7cad4e0c8f10837df264e077587.ipynb,python3,"["" os"", "" random"", "" numpy"", "" pandas"", "" matplotlib"", "" matplotlib.pyplot"", "" torch"", "" torch.nn"", "" torch.nn.functional"", "" torchvision"", ""data_helper UnlabeledDataset"", ""data_helper LabeledDataset"", ""helper collate_fn"", ""helper draw_box"", "" time"", ""PIL Image"", ""torch.autograd Variable""]",5
c183414af3f0ce44c269fa955d4c3a309bc72422.ipynb,python3,"["" os"", "" keras"", "" itertools"", ""keras.layers BatchNormalization"", "" matplotlib.pyplot""]",2
270df91e2c76c91ea68df276a9d1b25351a545bf.ipynb,python3,"[""sklearn linear_model"", "" pandas"", "" numpy"", "" os"", "" sys"", "" plotly.graph_objects"", ""erudition.learning.modules.sklearn.GeneralizedLinearModels.helper helper"", ""erudition.learning.helpers.plots.plotly_render render"", ""erudition.learning.helpers.plots.plotly_render scatter""]",1
926da025102d2570706425251f289d2887b1377f.ipynb,python3,"["" pandas"", "" sklearn"", "" matplotlib.pyplot"", "" seaborn"", "" numpy"", "" pandas"", "" matplotlib.pyplot"", "" seaborn"", ""itertools cycle"", ""itertools islice"", "" pylab"", "" operator"", "" re"", ""collections OrderedDict"", "" pickle"", "" matplotlib.colors"", "" math"", ""scipy stats"", ""sklearn.cluster KMeans"", "" pandas"", ""sklearn.cross_validation train_test_split"", ""sklearn.cluster KMeans"", "" matplotlib.pyplot"", "" numpy"", ""sklearn.decomposition PCA"", "" numpy"", ""scipy.spatial.distance cdist"", ""scipy.spatial.distance pdist"", ""matplotlib pyplot"", "" pandas"", "" matplotlib.pyplot"", "" seaborn"", ""sklearn.cluster KMeans"", "" numpy"", ""scipy.spatial.distance cdist"", ""scipy.spatial.distance pdist"", ""sklearn.decomposition PCA"", ""ggplot *"", "" numpy"", "" matplotlib.pyplot"", ""ggplot *"", "" sklearn.decomposition"", "" numpy"", ""matplotlib pyplot"", ""sklearn datasets"", ""scipy.cluster.hierarchy linkage"", ""scipy.cluster.hierarchy dendrogram"", ""sklearn.cluster AgglomerativeClustering"", ""sklearn.cluster DBSCAN""]",6
a8b5a08422f8e9b1f8b4edf33f4a814282254f38.ipynb,python3,"["" csv"", "" os"", "" matplotlib.pyplot"", "" matplotlib.patches"", ""PIL Image"", "" numpy""]",33
11b6083146d2f2a16da1d0a30925294092788780.ipynb,python3,"["" numpy"", "" pandas"", "" matplotlib.pyplot"", "" seaborn""]",13
50b14f4e488dafcaca04307d5a284e2345f8fe2c.ipynb,python3,"["" networkx"", "" numpy"", "" matplotlib.pyplot"", "" matplotlib.dates"", "" datetime""]",3
82df3a0037bef24b031a41c824ef17cb28990310.ipynb,python3,"["" pandas"", "" os"", ""collections Counter"", "" matplotlib.pylab"", "" gzip""]",3
6a3bedef7be3dfa7b95764560d06e0c16fac52c0.ipynb,python3,"["" numpy"", "" pandas"", ""matplotlib pyplot"", "" seaborn"", ""sklearn.linear_model LinearRegression"", ""sklearn.linear_model Lasso"", ""sklearn.linear_model LassoCV"", ""sklearn.linear_model Ridge"", ""sklearn.linear_model RidgeCV"", ""sklearn.metrics mean_squared_error"", ""sklearn.ensemble RandomForestRegressor""]",3
2b95c1a3054860e5dfd0766cc8ede238518ea3e4.ipynb,python3,"["" tools"", ""sklearn.neural_network MLPClassifier"", ""sklearn.model_selection train_test_split"", ""sklearn.model_selection GridSearchCV"", "" matplotlib.pyplot"", "" numpy""]",2
5f20c3912c6c8caf6caef28b0a22e800e2375d43.ipynb,python3,"["" numpy"", "" matplotlib""]",1
08d048b236d0eb2459f9bb36491c22ee1546d186.ipynb,python3,"["" numpy"", "" cv2"", "" glob"", "" matplotlib.pyplot"", "" matplotlib.image"", "" pickle""]",9
ad96e6cdad97880f3af3786d1dd8a25ed2dbc1ba.ipynb,python3,"[""IPython.display SVG"", "" torch"", ""torch nn""]",1
73d5dee73b790019838a2a274136f43cd3ab9239.ipynb,python3,"["" pandas"", "" quandl"", "" matplotlib.pyplot""]",4
1e96e2ae40f40445ced5a52e68b2d8d795045198.ipynb,python3,"["" gym"", "" numpy"", ""time sleep"", "" tensorflow"", ""collections deque"", "" matplotlib.pyplot""]",1
9b3496885869d9d879ed358e0b777aa080a4481a.ipynb,python3,"["" numpy"", ""glob glob"", "" cv2"", "" matplotlib.pyplot"", ""tqdm tqdm"", "" torch"", "" torchvision.models"", ""PIL Image"", "" torchvision.transforms"", ""PIL ImageFile"", "" os"", ""torchvision datasets"", ""torchvision models"", ""torchvision transforms"", "" torch.nn"", "" torch.nn.functional"", "" torch.optim"", ""PIL ImageFile"", ""torchvision datasets"", ""torchvision models"", ""torchvision transforms"", "" torch"", "" torch.optim"", "" torchvision.models"", "" torch.nn"", ""collections OrderedDict"", "" os"", ""PIL ImageFile""]",14
2145cfdeb1263cdc6cac6cdff5a196b29b6bdee9.ipynb,python2,"["" numpy"", "" matplotlib.pyplot"", "" sys"", "" caffe"", "" os""]",4
4d8e30b8a5f6f681eecf352d95707df8208e7203.ipynb,python3,"["" matplotlib"", "" matplotlib.pyplot"", "" numpy"", ""tensorflow.keras models"", ""tensorflow.keras layers""]",2
409e2e7a8643e49c7506bbee5a91012f99fea7c8.ipynb,conda-root-py,"["" numpy"", "" seaborn"", "" pandas""]",11
