fileNames,language,imports,numImages
3d226e0f818c8f3effd0d4960167db011772e1f0.ipynb,python3,"["" pandas"", ""scipy stats"", "" statsmodels.api"", "" matplotlib.pyplot"", "" warnings"", ""itertools product""]",10
84137200781ba8bf68c9053af5178cc63fb70dee.ipynb,python3,"["" pandas"", "" numpy"", "" seaborn"", "" matplotlib.pyplot"", ""sklearn.model_selection train_test_split"", ""sklearn.metrics mean_squared_error"", ""sklearn.preprocessing StandardScaler"", ""sklearn.pipeline Pipeline"", ""sklearn.base BaseEstimator"", ""sklearn.base TransformerMixin"", ""sklearn.preprocessing OneHotEncoder"", ""sklearn.pipeline FeatureUnion"", ""sklearn.preprocessing PolynomialFeatures"", ""sklearn.linear_model LinearRegression"", ""sklearn.model_selection cross_val_score"", ""sklearn.externals joblib"", ""sklearn.tree DecisionTreeRegressor"", ""sklearn.linear_model SGDRegressor"", ""sklearn.linear_model Ridge"", "" warnings""]",6
3d3268b1744b282085a8f2d7e1a13dec8e67182d.ipynb,python3,"["" pandas"", "" numpy"", "" random"", "" datetime"", "" time"", "" matplotlib"", "" matplotlib.pyplot"", "" matplotlib.animation"", "" matplotlib.image"", "" seaborn""]",2
eee8213f4b78a7d6fad4a4cd3d0c72b5664fcd81.ipynb,python3,"["" numpy"", "" matplotlib.pyplot"", ""random random"", ""random choice"", ""random seed""]",4
58c339cdd21e46b8e6f7b2f0d278059b04670dad.ipynb,python3,"["" matplotlib"", "" matplotlib.pyplot"", "" numpy"", "" tensorflow""]",3
e83aa468ce6bb0c9cdf06dba24e03e3714ae4fef.ipynb,python37464bitanaconda3virtualenvca85018e1bc141ddb16ea88032c88d08,"["" numpy"", "" matplotlib.pyplot"", "" pandas"", ""sklearn.model_selection train_test_split"", ""sklearn.linear_model LinearRegression""]",2
14edae5b7064725eb53b129baf8b784576ef01e9.ipynb,python3,"["" pandas"", "" numpy"", "" matplotlib.pyplot"", "" seaborn"", "" math"", ""sklearn.cluster KMeans"", ""sklearn.cluster DBSCAN"", ""scipy.cluster.hierarchy dendrogram"", ""scipy.cluster.hierarchy linkage"", ""scipy.spatial.distance cdist"", ""sklearn.model_selection train_test_split"", "" warnings""]",4
c0fde5fd0fe5ce64a929f8b0a3a1176e26a1ad9e.ipynb,python3,"["" pandas"", ""sklearn.feature_extraction.text CountVectorizer"", ""sklearn.feature_extraction.text TfidfVectorizer"", ""sklearn.feature_extraction.text HashingVectorizer"", ""nltk.corpus stopwords"", ""nltk.stem.porter PorterStemmer"", ""sklearn.feature_extraction.text CountVectorizer"", ""sklearn.model_selection train_test_split"", "" matplotlib.pyplot"", ""sklearn.naive_bayes MultinomialNB"", ""sklearn metrics"", "" numpy"", "" itertools"", ""sklearn.linear_model PassiveAggressiveClassifier""]",2
ed51daa53ced92ccb08b561f9c0c3f24db0f4c28.ipynb,python3,"[""sklearn.datasets load_breast_cancer"", "" pandas"", ""sklearn.preprocessing scale"", "" numpy"", ""plotly graph_objects"", ""sklearn.ensemble RandomForestClassifier"", ""matplotlib pyplot"", ""sklearn.decomposition FactorAnalysis"", ""sklearn.decomposition PCA"", ""sklearn.decomposition SparsePCA""]",3
6c1d8e4ab696532491abaf4c4bff73462203874a.ipynb,python3,"["" matplotlib"", "" matplotlib.pyplot"", "" numpy"", "" sklearn"", "" pandas"", "" os"", "" sys"", "" time"", "" tensorflow"", ""tensorflow keras"", ""sklearn.datasets fetch_california_housing"", "" pprint"", ""sklearn.model_selection train_test_split"", ""sklearn.preprocessing StandardScaler""]",1
bdd86a5c64b96d1deec79996c915939ee6752fd8.ipynb,python3,"["" pandas"", "" seaborn"", "" matplotlib.pyplot"", "" tensorflow"", "" numpy""]",6
c3db0eabbaaacd65cc60718ed47c9eba3e3fb938.ipynb,python3,"["" tensorflow"", ""google.colab drive"", "" os"", "" subprocess"", ""PIL Image"", "" colorsys"", "" os"", ""timeit default_timer"", "" numpy"", ""keras backend"", ""keras.models load_model"", ""keras.layers Input"", ""PIL Image"", ""PIL ImageFont"", ""PIL ImageDraw"", ""yolo3.model yolo_eval"", ""yolo3.model yolo_body"", ""yolo3.model tiny_yolo_body"", ""yolo3.utils letterbox_image"", "" os"", ""keras.utils multi_gpu_model"", "" numpy"", "" time""]",1
aaf8b3573e54d6c577cec809925b821992cf95c8.ipynb,python2,"["" numpy"", ""bokeh.plotting figure"", ""bokeh.plotting output_file"", ""bokeh.plotting show""]",2
9255c46369a431f7ab6591ba3ecfec0e5a4761f7.ipynb,python3,"[""cv2 cv2"", "" numpy"", "" matplotlib.pyplot"", ""PIL Image""]",5
4a141619f119fa0f2c4256fd1c84da8238dad7a3.ipynb,python3,"["" numpy"", "" matplotlib.pyplot"", ""reg_utils sigmoid"", ""reg_utils relu"", ""reg_utils plot_decision_boundary"", ""reg_utils initialize_parameters"", ""reg_utils load_2D_dataset"", ""reg_utils predict_dec"", ""reg_utils compute_cost"", ""reg_utils predict"", ""reg_utils forward_propagation"", ""reg_utils backward_propagation"", ""reg_utils update_parameters"", "" sklearn"", "" sklearn.datasets"", "" scipy.io"", ""testCases *""]",7
6f762e1a545be9127f2ddc70b79186bebb2f09b0.ipynb,python3,"["" numpy"", "" pandas"", "" os"", ""datetime datetime"", ""datetime timedelta"", "" datetime"", "" time"", "" matplotlib.pyplot"", "" hvplot.pandas"", "" alpaca_trade_api"", ""scipy.optimize minimize"", "" ipywidgets"", "" plotly.express"", ""scipy.stats kurtosis"", ""scipy.stats skew"", "" plotly.graph_objects"", ""dotenv load_dotenv"", ""datetime datetime"", "" matplotlib.pyplot""]",11
b406a10d305e8144cad5c27628a0afd7b9b507fc.ipynb,python3,"["" numpy"", "" matplotlib.pyplot"", "" functools"", "" math"", "" neurons""]",3
f6865e9236b4a62a3f5681f3466299e57d2e4865.ipynb,python3,"["" numpy"", "" pandas"", "" matplotlib.pyplot"", ""time time"", ""time sleep"", "" re"", "" os"", "" argparse"", ""collections OrderedDict"", "" matplotlib.animation"", ""scipy.ndimage zoom"", ""scipy.spatial distance"", "" imutils"", ""scipy ndimage"", "" cv2"", "" dlib"", ""__future__ division"", ""imutils face_utils"", "" keras"", ""keras.preprocessing.image ImageDataGenerator"", ""keras.preprocessing.image array_to_img"", ""keras.preprocessing.image img_to_array"", ""keras.preprocessing.image load_img"", ""keras.callbacks TensorBoard"", ""keras.models Sequential"", ""keras.layers.core Dense"", ""keras.layers.core Dropout"", ""keras.layers.core Activation"", ""keras.layers.core Flatten"", ""keras.layers.convolutional Conv2D"", ""keras.layers.convolutional MaxPooling2D"", ""keras.layers.convolutional SeparableConv2D"", ""keras.utils np_utils"", ""keras.regularizers l2"", ""keras.optimizers SGD"", ""keras.optimizers RMSprop"", ""keras.utils to_categorical"", ""keras.layers.normalization BatchNormalization"", ""keras models"", ""keras.utils.vis_utils plot_model"", ""keras.layers Input"", ""keras.layers GlobalAveragePooling2D"", ""keras.models Model"", ""tensorflow.keras layers"", ""sklearn.preprocessing OneHotEncoder"", ""sklearn.model_selection train_test_split"", ""sklearn.metrics accuracy_score"", ""sklearn svm"", "" h5py"", ""keras.models model_from_json"", "" pickle""]",26
1adc6f498152512e7827044ce11b3907f40e9719.ipynb,python3,"["" maup"", "" geopandas"", "" matplotlib.pyplot"", ""shapely.ops triangulate"", ""shapely.geometry LineString"", ""shapely affinity"", "" numpy"", ""scipy.spatial distance_matrix""]",9
360bd6ea73cc376b81dae492dd8f8980a4f044c8.ipynb,python3,"["" pandas"", "" numpy"", "" matplotlib.pyplot"", ""sklearn.linear_model LogisticRegression"", ""sklearn.ensemble RandomForestClassifier"", ""sklearn.svm SVC"", ""sklearn.model_selection train_test_split"", ""sklearn.preprocessing StandardScaler"", ""sklearn.metrics roc_auc_score"", "" warnings""]",4
3bd254bdbf24050369965d6a43d7d7ee5cf4da84.ipynb,python3,"[""math sqrt"", "" numpy"", "" numpy"", "" numpy"", "" numpy"", "" numpy"", "" numpy"", "" numpy"", "" numpy"", "" numpy"", "" numpy"", "" numpy"", "" numpy"", "" numpy"", "" numpy"", "" numpy"", "" numpy"", ""scipy.misc imread"", ""scipy.misc imsave"", ""scipy.misc imresize"", ""urllib.request urlopen"", "" numpy"", ""scipy.spatial.distance pdist"", ""scipy.spatial.distance squareform"", "" numpy"", "" matplotlib.pyplot"", "" numpy"", "" matplotlib.pyplot"", "" numpy"", "" matplotlib.pyplot"", "" numpy"", ""scipy.misc imread"", ""scipy.misc imresize"", "" matplotlib.pyplot"", ""urllib.request urlopen""]",4
f3b218f2c21b3c8033cd2195bcc74ebd7d38bf48.ipynb,python2,"["" matplotlib.pyplot"", "" pandas"", "" numpy"", ""ggplot *"", ""scipy stats"", "" datetime"", "" matplotlib""]",3
64ea0065a437955ba9bbf6a349714f2ae28dd492.ipynb,python2,"["" numpy"", ""scipy linalg"", ""os walk"", ""scipy.ndimage imread"", ""matplotlib pyplot"", "" matplotlib.cm"", "" random""]",10
d1fe12ad1adf2b4b29605acd16df583c52644da3.ipynb,python2,"["" numpy"", "" matplotlib.pyplot"", "" pandas"", "" scipy.io"", "" scipy.misc"", "" matplotlib.cm"", "" random"", "" scipy.optimize"", "" itertools"", ""scipy.special expit""]",2
0340139c268a0412cbe379a834355d69e77e20fa.ipynb,python3,"["" pandas"", ""sklearn.linear_model LinearRegression"", "" matplotlib.pyplot""]",2
e46c69cd1a55b7a7099ccd2449159dd1b74c999a.ipynb,python3,"["" numpy"", "" matplotlib.pyplot"", ""multiprocessing Pool"", "" time"", "" sys"", "" numpy"", ""shutil copyfile"", "" matplotlib.pyplot"", "" sys"", "" os"", "" dill"", "" mg_si"", "" csv"", "" datetime"", ""mg_si plot"", "" signal"", ""multiprocessing Process"", ""multiprocessing Queue"", "" pandas"", "" matplotlib.path"", "" matplotlib.patches"", "" matplotlib"", ""matplotlib gridspec""]",23
89196877b579bd0878395ae85ac5d064830ebdf9.ipynb,python3,"["" torch"", ""torch nn"", "" torch.nn.functional"", ""torchvision datasets"", ""torchvision transforms"", ""torch optim"", "" helper""]",1
d870902870d253a0e18beb4a93ecf03e24820ef7.ipynb,python3,"["" matplotlib.pyplot"", ""sklearn.cluster MiniBatchKMeans"", ""sklearn metrics"", ""sklearn.metrics auc"", ""sklearn.metrics pairwise_distances"", ""sklearn svm"", "" numpy"", ""flowers_dataset *"", ""cub_dataset *""]",22
bd62332bd3a8f83386cfeb04b3bc6b7457bcd058.ipynb,python3,"["" numpy"", "" tensorflow"", "" matplotlib.pyplot"", ""tensorflow.examples.tutorials.mnist input_data""]",3
cee45ffdaaec1740efe9ce74bdb7ae483164efa5.ipynb,python3,"["" pandas"", "" numpy"", "" datetime"", "" numpy"", "" pandas"", "" matplotlib"", "" matplotlib.pyplot"", "" statsmodels.api"", ""statsmodels.api OLS"", ""sklearn.decomposition PCA"", ""sklearn.linear_model LogisticRegression"", ""sklearn.linear_model LogisticRegressionCV"", ""sklearn.utils resample"", ""sklearn.model_selection cross_val_score"", ""sklearn.metrics accuracy_score"", "" seaborn.apionly"", "" numpy"", "" pandas"", ""sklearn.preprocessing PolynomialFeatures"", ""sklearn.neighbors KNeighborsRegressor"", ""sklearn.linear_model RidgeCV"", ""sklearn.linear_model Ridge"", ""sklearn.linear_model LinearRegression"", ""bs4 BeautifulSoup"", "" urllib"", "" sys"", "" numpy"", "" pandas"", "" matplotlib"", ""sklearn.linear_model RidgeCV"", ""sklearn.linear_model LassoCV"", "" matplotlib.pyplot"", ""sklearn linear_model"", ""sklearn.linear_model LogisticRegressionCV"", "" matplotlib.pyplot"", "" statsmodels.api"", ""statsmodels.tools add_constant"", ""statsmodels.regression.linear_model RegressionResults"", "" seaborn"", "" sklearn"", "" collections"", ""collections Counter"", ""sklearn.preprocessing MinMaxScaler"", ""sklearn.model_selection KFold"", ""sklearn discriminant_analysis"", ""sklearn.decomposition PCA"", ""sklearn preprocessing"", ""sklearn.neighbors KNeighborsClassifier"", ""sklearn.cross_validation train_test_split"", ""sklearn.linear_model LinearRegression"", ""sklearn.linear_model LogisticRegression"", ""sklearn.linear_model Ridge"", ""sklearn.linear_model Lasso"", ""sklearn.preprocessing PolynomialFeatures"", ""sklearn.neighbors KNeighborsRegressor"", ""sklearn.decomposition PCA"", "" sklearn.metrics"", ""sklearn.preprocessing PolynomialFeatures"", ""sklearn.discriminant_analysis LinearDiscriminantAnalysis"", ""sklearn.discriminant_analysis QuadraticDiscriminantAnalysis"", ""sklearn.neighbors KNeighborsClassifier"", ""sklearn.tree DecisionTreeClassifier"", ""sklearn.model_selection cross_val_score"", ""sklearn tree"", "" pandas"", "" sys"", "" numpy"", "" scipy"", "" matplotlib.pyplot"", "" statsmodels.api"", ""statsmodels.tools add_constant"", ""statsmodels.regression.linear_model RegressionResults"", "" seaborn"", "" sklearn"", ""sklearn.preprocessing MinMaxScaler"", ""sklearn.model_selection KFold"", ""sklearn.linear_model LinearRegression"", ""sklearn.linear_model Ridge"", ""sklearn.linear_model Lasso"", ""sklearn.preprocessing PolynomialFeatures"", ""sklearn.neighbors KNeighborsRegressor"", ""sklearn.decomposition PCA"", ""sklearn tree"", "" numpy"", "" scipy"", "" matplotlib.pyplot"", "" pandas"", "" seaborn"", ""sklearn ensemble"", "" collections"", ""sklearn.tree export_graphviz"", ""IPython.display Image"", ""IPython.display display"", "" matplotlib.pyplot"", "" matplotlib"", "" matplotlib.pyplot"", "" matplotlib.cm"", "" matplotlib.colors"", "" matplotlib.patches""]",7
6140e9b46c723452ef5d2cac38865140ce38caea.ipynb,python3,"["" pandas"", "" numpy"", "" matplotlib.pyplot"", "" seaborn"", ""sklearn.model_selection train_test_split"", ""sklearn.preprocessing StandardScaler"", ""sklearn.decomposition PCA"", ""sklearn.linear_model LogisticRegression"", ""sklearn.tree DecisionTreeClassifier"", ""sklearn.metrics accuracy_score"", ""sklearn.metrics confusion_matrix"", ""sklearn.metrics precision_score"", ""sklearn.metrics f1_score"", ""sklearn.metrics recall_score"", ""sklearn.ensemble RandomForestClassifier"", "" xgboost""]",12
b21c55bca080e97b6aa3df50b89f7f9482e83ed9.ipynb,python3,"["" numpy"", "" pandas"", "" os"", "" matplotlib.pyplot"", ""scipy.stats skew"", ""scipy.stats kurtosis"", ""tqdm tqdm"", ""sklearn.preprocessing StandardScaler"", ""sklearn.svm NuSVR"", ""sklearn.metrics mean_absolute_error"", ""sklearn.ensemble GradientBoostingRegressor""]",3
f21ec49b799e5952df3eaff88985fe751433f580.ipynb,python3,"["" pandas"", "" glob"", "" os"", "" csv"", "" numpy"", "" matplotlib.pyplot"", "" matplotlib.patches"", ""itertools cycle"", ""itertools islice"", ""scipy stats""]",7
1eddcd72c493f22d724058ea2db2c6c1fb546725.ipynb,python3,"[""PIL Image"", "" numpy"", "" matplotlib.pyplot"", "" random"", "" math"", "" os"", "" tensorflow"", "" numpy"", "" os"", ""PIL Image"", ""google.colab files""]",14
9f4bac07ec333a54612bf20c3f3e3a9b1920d081.ipynb,python3,"["" pandas"", "" numpy"", "" seaborn"", "" matplotlib.pyplot"", ""sklearn.model_selection train_test_split"", ""sklearn.linear_model LinearRegression"", ""sklearn metrics""]",7
dd124f52a3679bab237ae5a8217d5c8bb241682d.ipynb,python3,"["" numpy"", ""numpy.random randn"", "" pandas"", ""scipy stats"", "" matplotlib"", "" matplotlib.pyplot"", "" seaborn""]",9
58142b28454e5c8e1e1e204447b188a9eaedc06c.ipynb,python36,"["" seaborn"", "" matplotlib.pyplot""]",14
86bd9bea309cf8e7d4027f550173e7f5d975a80a.ipynb,python3,"["" sys"", "" numpy"", "" scipy.ndimage"", ""skimage.metrics structural_similarity"", ""PIL Image""]",3
817989d7c964f5bd6fa5ce175269b45ceec2dd42.ipynb,python2,"["" numpy"", "" pandas"", "" pylab"", "" matplotlib"", "" math"", ""astropy units"", ""astropy.modeling models"", ""astropy.modeling fitting"", ""astropy.modeling Model"", ""astropy.io ascii"", ""astroquery.vizier Vizier"", "" starkit"", ""starkit.fitkit.likelihoods SpectralChi2Likelihood"", ""starkit.fitkit.likelihoods SpectralL1Likelihood"", ""starkit.gridkit load_grid"", ""starkit.fitkit.multinest.base MultiNest"", ""starkit.fitkit.multinest.base MultiNestResult"", ""starkit assemble_model"", ""starkit operations"", ""starkit.fitkit priors"", ""starkit.base.operations.spectrograph Interpolate"", ""starkit.base.operations.spectrograph Normalize"", ""starkit.base.operations.spectrograph NormalizeParts"", ""starkit.base.operations.spectrograph InstrumentConvolveGrating"", ""starkit.base.operations.stellar RotationalBroadening"", ""starkit.base.operations.stellar DopplerShift"", ""starkit.fix_spectrum1d SKSpectrum1D"", ""specutils read_fits_file"", ""specutils plotlines"", "" numpy"", "" os"", "" scipy"", ""specutils Spectrum1D"", ""specutils rvmeasure"", "" datetime"", "" glob"", "" model_tester_updated"", ""matplotlib.backends.backend_pdf PdfPages"", "" operator"", "" sys"", ""matplotlib.pyplot cm"", "" multi_order_fitting_functions"", ""scipy.stats.stats pearsonr"", ""scipy.stats.stats chisquare"", ""scipy.optimize curve_fit"", ""scipy ndimage"", "" scipy.stats""]",1
4758e4e7e34391e714116baa782405f36cc33707.ipynb,conda-env-diplodatos-ayv-py,"["" numpy"", "" pandas"", "" seaborn"", "" matplotlib.pyplot"", ""scipy.stats norm"", ""scipy.stats chi2"", ""random sample"", "" math"", ""pandas.api.types CategoricalDtype""]",13
de0f54e8568406c85a24077351898e1063bb41f8.ipynb,python3,"["" math"", ""udacityplots *"", "" numpy"", "" numpy"", "" math"", ""udacityplots *"", "" numpy"", "" numpy""]",2
f60d76ca7333ca5a0679c647841597c7e7c7cc5a.ipynb,python3,"["" pandas"", "" sklearn"", "" matplotlib.pyplot"", "" seaborn"", ""sklearn.cluster KMeans"", ""sklearn.decomposition PCA"", ""sklearn.metrics silhouette_samples"", ""sklearn.metrics silhouette_score"", "" matplotlib.cm"", "" numpy"", ""sklearn.decomposition PCA"", "" sklearn.decomposition"", ""sklearn.cluster AffinityPropagation"", ""sklearn.cluster SpectralClustering"", ""sklearn.cluster AgglomerativeClustering"", ""sklearn.cluster DBSCAN""]",19
d5e40498630f9e7b41219397cecf784acc069380.ipynb,python3,"["" matplotlib.pyplot"", "" seaborn"", "" numpy"", ""sklearn.metrics pairwise_distances"", ""sklearn.manifold MDS"", ""mpl_toolkits mplot3d"", ""mpl_toolkits mplot3d"", ""sklearn.manifold MDS"", ""sklearn.manifold LocallyLinearEmbedding"", ""sklearn.datasets fetch_lfw_people"", ""sklearn.decomposition RandomizedPCA"", ""sklearn.manifold Isomap"", ""matplotlib offsetbox"", ""sklearn.datasets fetch_mldata"", ""sklearn.manifold Isomap""]",15
a5e883b18e6504f1b3ebd9ef974001bc32ed30cb.ipynb,python3,"["" pandas"", "" numpy"", "" matplotlib.pyplot""]",1
eb24e15c782d7f9be555f3122bce1514825c35f7.ipynb,python3,"["" numpy"", "" pandas"", ""asl_data AslDb"", ""asl_utils test_features_tryit"", ""asl_utils test_std_tryit"", "" unittest"", "" warnings"", ""hmmlearn.hmm GaussianHMM"", "" math"", ""matplotlib cm"", ""matplotlib pyplot"", ""matplotlib mlab"", ""my_model_selectors SelectorConstant"", ""sklearn.model_selection KFold"", "" timeit"", ""my_model_selectors SelectorCV"", ""my_model_selectors SelectorBIC"", ""my_model_selectors SelectorDIC"", ""asl_test_model_selectors TestSelectors"", ""my_model_selectors SelectorConstant"", ""my_recognizer recognize"", ""asl_utils show_errors"", ""asl_test_recognizer TestRecognize""]",4
270485513c5e2c3c37278e46e904586272d65fa8.ipynb,python2,"[""__future__ division"", ""__future__ print_function"", "" os"", "" json"", ""glob glob"", "" numpy"", ""matplotlib pyplot"", "" utils"", ""utils plots"", "" vgg16"", ""vgg16 Vgg16"", ""numpy.random random"", ""numpy.random permutation"", ""scipy misc"", ""scipy ndimage"", ""scipy.ndimage.interpolation zoom"", "" keras"", ""keras backend"", ""keras.utils.data_utils get_file"", ""keras.models Sequential"", ""keras.models Model"", ""keras.layers.core Flatten"", ""keras.layers.core Dense"", ""keras.layers.core Dropout"", ""keras.layers.core Lambda"", ""keras.layers Input"", ""keras.layers.convolutional Convolution2D"", ""keras.layers.convolutional MaxPooling2D"", ""keras.layers.convolutional ZeroPadding2D"", ""keras.optimizers SGD"", ""keras.optimizers RMSprop"", ""keras.preprocessing image""]",2
6e41958c172fca587ae9085de932c20902ac1d18.ipynb,python3,"["" pandas"", "" pylab"", "" numpy"", ""sklearn.model_selection train_test_split"", "" matplotlib.pyplot"", ""sklearn preprocessing"", ""sklearn.model_selection train_test_split"", ""sklearn.preprocessing StandardScaler"", ""sklearn.ensemble RandomForestClassifier"", ""sklearn.linear_model LogisticRegression"", ""sklearn.naive_bayes MultinomialNB"", ""sklearn.naive_bayes GaussianNB"", ""sklearn.tree DecisionTreeClassifier"", ""sklearn.metrics accuracy_score"", ""sklearn.metrics classification_report"", ""sklearn svm"", ""sklearn svm"", ""sklearn.metrics classification_report"", ""sklearn.metrics confusion_matrix"", "" itertools"", ""sklearn.metrics f1_score"", "" xgboost"", ""xgboost XGBClassifier""]",4
739a605b4439772047da108f51ddd749744f4db0.ipynb,python2,"["" pandas"", "" numpy"", "" matplotlib.pyplot"", ""utils *"", ""sklearn.decomposition PCA"", ""sklearn.tree DecisionTreeClassifier"", ""sklearn.tree export_graphviz"", ""sklearn.svm SVC"", ""sklearn.naive_bayes GaussianNB"", ""sklearn.neighbors KNeighborsClassifier"", "" pydotplus"", ""IPython.display Image"", ""pandas.tools.plotting scatter_matrix"", ""pandas.tools.plotting parallel_coordinates"", ""pandas.tools.plotting andrews_curves"", ""sklearn.svm l1_min_c""]",19
3c17e303cbea4fb01c522ea89bab7d2fe978359b.ipynb,python3,"[""IPython.display Image"", ""IPython.display Image"", ""IPython.display Image"", "" seaborn"", "" pandas"", "" numpy"", "" matplotlib.pyplot"", ""sklearn.model_selection train_test_split"", ""sklearn.svm SVC"", ""sklearn.metrics classification_report"", ""sklearn.metrics confusion_matrix"", ""sklearn.model_selection GridSearchCV""]",6
2363343e7861cb48508621e2bcb0c3f804b5e8e9.ipynb,python3,"["" pandas"", "" numpy"", "" matplotlib.pyplot"", "" seaborn"", ""sklearn.cluster KMeans"", ""sklearn.metrics confusion_matrix"", ""sklearn.metrics classification_report""]",5
aba0b8343b212afd5c5191fc3e355586689caa09.ipynb,python3,"[""google.colab drive"", "" pandas"", "" missingno"", "" numpy"", ""scipy stats"", "" matplotlib.pyplot"", "" seaborn""]",22
bd4d223749cbc78b4a497214090b9356276e497f.ipynb,python3,"["" ipywidgets"", ""ipywidgets interactive"", ""IPython.display display"", "" numpy"", "" matplotlib.pyplot"", "" pandas"", "" glob""]",1
e6be7d6b5f7c60fd254b05c8358e9f84fb8c0cae.ipynb,python3,"["" numpy"", "" matplotlib.pyplot"", ""sklearn.decomposition PCA"", ""sklearn datasets"", ""sklearn.datasets load_digits"", ""sklearn datasets"", ""sklearn.model_selection train_test_split"", ""sklearn.svm LinearSVC"", ""sklearn.metrics confusion_matrix"", ""sklearn.metrics accuracy_score"", ""sklearn.metrics classification_report""]",13
32fc1d4ace65a91ddd2e77c8a3617ea48d9037d3.ipynb,python3,"[""pyspark.sql.functions *"", "" pandas"", ""sklearn.model_selection train_test_split"", ""sklearn.metrics accuracy_score"", ""sklearn.linear_model LogisticRegression"", ""sklearn.svm SVC"", ""sklearn.svm LinearSVC"", ""sklearn.naive_bayes GaussianNB"", ""sklearn.tree DecisionTreeClassifier"", "" graphviz"", ""sklearn.neural_network MLPClassifier"", ""keras.models Sequential"", ""keras.layers Dense"", ""keras.layers Activation"", ""keras.layers Dropout"", ""keras.utils to_categorical"", ""sklearn.feature_selection *"", ""sklearn.ensemble ExtraTreesClassifier"", "" matplotlib.pyplot"", ""pomegranate BayesianNetwork"", "" seaborn"", "" time""]",1
01be02fef9850141ce0acdbcdd39a60cd3ed44ba.ipynb,python3,"[""sklearn.datasets load_svmlight_file"", "" matplotlib.pyplot"", "" numpy""]",1
e447182f09c669fa5fcdb6a95d54672a6cda62ad.ipynb,python3,"["" matplotlib.pyplot"", "" matplotlib.pyplot"", "" numpy"", "" matplotlib.pyplot""]",3
0d4f0eb8401ac9152d6fd74f67e883db73d17286.ipynb,conda-env-Python3-py,"[""IPython.display Image"", ""IPython.display Image"", "" math"", "" os"", "" random"", "" re"", "" sys"", ""collections OrderedDict"", ""collections Counter"", "" operator""]",2
7083b1766d2427f237003814f9ff1683c1be524e.ipynb,python3,"["" numpy"", "" matplotlib.pyplot""]",17
59444619626a5b0a3315aa7ddf4f6b4ec3d63ce6.ipynb,python3,"["" pandas"", "" matplotlib.pyplot"", "" torch"", ""torch nn"", ""torch optim""]",3
7b13664d900e19b828bdd234f1097eda10c166ab.ipynb,python3,"[""skimage.color rgb2hsv"", ""sklearn.model_selection train_test_split"", ""keras.preprocessing.image ImageDataGenerator"", ""keras.preprocessing.image array_to_img"", ""keras.preprocessing.image img_to_array"", ""keras.preprocessing.image load_img"", "" keras"", "" numpy"", "" matplotlib.pyplot"", "" seaborn"", "" pandas"", "" os"", "" pickle"", "" cv2"", ""keras backend"", "" tensorflow"", ""keras.utils to_categorical"", ""keras.models Sequential"", ""keras.layers Dense"", ""keras.layers Conv2D"", ""keras.layers MaxPooling2D"", ""keras.layers BatchNormalization"", ""keras.layers Dropout"", ""keras.layers Flatten"", ""keras.layers Lambda"", ""keras.callbacks EarlyStopping"", ""sklearn.model_selection train_test_split"", ""keras.layers SpatialDropout2D"", "" numpy"", "" matplotlib.pyplot"", "" pandas"", "" os"", "" pickle"", "" re"", "" copy"", "" time"", ""matplotlib pyplot""]",3
569c90d38a0a195ffdfb2622e883e230bd591f22.ipynb,python2,"[""os.path join"", ""nipype.interfaces.spm Level1Design"", ""nipype.interfaces.spm EstimateModel"", ""nipype.interfaces.spm EstimateContrast"", ""nipype.algorithms.modelgen SpecifySPMModel"", ""nipype.interfaces.utility Function"", ""nipype.interfaces.utility IdentityInterface"", ""nipype.interfaces.io SelectFiles"", ""nipype.interfaces.io DataSink"", ""nipype.pipeline.engine Workflow"", ""nipype.pipeline.engine Node"", ""IPython.display Image"", ""nilearn.plotting plot_stat_map""]",6
86748fb9bf0e9db929a6f90a4f64d4095f050749.ipynb,python3,"["" numpy"", "" pandas"", "" matplotlib.pyplot"", "" os"", ""sklearn linear_model""]",5
6c66bd94ffb9cd2eb6bfd2cbb01fff7441e027f3.ipynb,python3,"["" matplotlib.pyplot"", "" numpy""]",8
eba45cc07da214b15a66399e250fbb14626dabe7.ipynb,python3,"["" pandas"", "" numpy"", "" matplotlib.pyplot"", "" seaborn""]",12
349aab2b15e9e7f5d1d648b656cbe7f949be010a.ipynb,python3,"[""sklearn.feature_extraction.text CountVectorizer"", ""sklearn.feature_extraction.text TfidfTransformer"", ""sklearn.feature_extraction.text TfidfVectorizer"", "" nltk"", "" math"", "" string"", ""nltk.corpus stopwords"", ""collections Counter"", ""nltk.stem.porter *"", "" pandas"", "" numpy"", "" matplotlib.pyplot"", "" seaborn"", ""datetime datetime""]",3
5880f31956d30732138d3cb97a7ed3f77c6d25b2.ipynb,python2,"["" time"", "" numpy"", "" matplotlib.pyplot"", ""cs231n.classifiers.fc_net *"", ""cs231n.data_utils get_CIFAR10_data"", ""cs231n.gradient_check eval_numerical_gradient"", ""cs231n.gradient_check eval_numerical_gradient_array"", ""cs231n.solver Solver""]",1
7ac0461b5dbe9c38cdb090a00b9a4b162f5d1974.ipynb,python2,"["" numpy"", "" pandas"", "" pandas"", "" seaborn""]",5
2eb0cc00cd460afd928a063fff8b95a3ca0e7119.ipynb,python2,"["" matplotlib"", "" matplotlib.pyplot"", "" numpy"", "" glob"", "" os"", "" pandas"", "" lvdatatools"", ""IPython.display display"", ""IPython.display Image""]",11
